url	download_complete
archive.ics.uci.edu/ml/datasets/Appliances+energy+prediction	complete
archive.ics.uci.edu/ml/datasets/YearPredictionMSD	complete
se.ics.uci.edu/Welcome.html	complete
flamingo.ics.uci.edu/releases/latest	complete
seal.ics.uci.edu/projects/covert/GooglePlay_ICC_allSols.txt	complete
mailman.ics.uci.edu/mailman/roster/cse-committee	complete
netreg.ics.uci.edu?topic=Please+log+into+system%3A++%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3BUsing+LDAP+Authentication+with+ICS+ID+and+Password&state__=wcapp.help%2F%2F1525112527%2F%2F%2F%2F%2F%267ec8e87fbd9ade41a9290e6165a0b0f9	complete
vision.ics.uci.edu/papers/Hengenius_PLOS1_2011	complete
www.ics.uci.edu/%7Eronen	complete
www.ics.uci.edu/~dechter/publications/r162a.html	complete
www.ics.uci.edu/community/scholarships/scholar_corporate.php	complete
mailman.ics.uci.edu/mailman/subscribe/middleware2007	complete
www.ics.uci.edu/grad/policies/GradPolicies_Grading.php	complete
www.ics.uci.edu/~dechter/publications/r229.html	complete
mcs.ics.uci.edu/current-students/once-admitted	complete
www.ics.uci.edu/grad/policies/GradPolicies_CAResidency.php	complete
www.ics.uci.edu/about/about_safety.php	complete
ngs.ics.uci.edu/research/research-papers/experiential-computing	complete
www.ics.uci.edu/~seal/copyright.html	complete
mailman.ics.uci.edu/mailman/private/r_users_group	complete
cml.ics.uci.edu/courses	complete
www.ics.uci.edu/~jlettner	complete
www.ics.uci.edu/community/events/openhouse/research09.html	complete
mailman.ics.uci.edu/mailman/subscribe/ms.informatics	complete
www.ics.uci.edu/~isaac	complete
archive.ics.uci.edu/ml/datasets/EMG+dataset+in+Lower+Limb	complete
vision.ics.uci.edu/projects/ecological_statistics	complete
www.ics.uci.edu/computing/account/mapdrive_win.php	complete
www.ics.uci.edu/~dechter/publications/r215.html	complete
www.ics.uci.edu/~rmorshed	complete
www.ics.uci.edu/~dechter/publications/r235.html	incomplete
archive.ics.uci.edu/ml/datasets/seeds	incomplete
www.ics.uci.edu/ugrad/degrees/Minors	complete
mailman.ics.uci.edu/mailman/subscribe/cs232ta	complete
www.ics.uci.edu/%7Eshengyuj	complete
mailman.ics.uci.edu/mailman/private/grad.informatics	complete
www.ics.uci.edu/~seal/projects/fusion/index.html	complete
mailman.ics.uci.edu/mailman/roster/cs-grad-admissions	complete
mailman.ics.uci.edu/mailman/options/psearch	complete
www.ics.uci.edu/ugrad/internship	complete
www.ics.uci.edu/ugrad/degrees/degree_cse.php	complete
www.ics.uci.edu/faculty/area/area_os.php	complete
mailman.ics.uci.edu/mailman/admin/hana-soc	complete
www.ics.uci.edu/~jnnorton	complete
sli.ics.uci.edu/pmwiki/pmwiki.php?n=Site%2FSite	complete
sli.ics.uci.edu/Library	complete
www.ics.uci.edu/~dechter/publications/r130.html	complete
www.ics.uci.edu/%7Elab/policies	complete
www.ics.uci.edu/~dechter/publications/r107.html	complete
emj.ics.uci.edu/topics	complete
radicle.ics.uci.edu/links_files/filelist.xml	complete
mailman.ics.uci.edu/mailman/admin/ics6n-questions	complete
sli.ics.uci.edu/Site/EditQuickReference	complete
www.ics.uci.edu/~dechter/publications/r181.html	complete
mailman.ics.uci.edu/mailman/admin/31-tutors	complete
emj.ics.uci.edu/author/emj	complete
mcs.ics.uci.edu/contact-us/staff	complete
mailman.ics.uci.edu/mailman/private/mcsgrads	complete
sherlock.ics.uci.edu/qgd.html	complete
mhcid.ics.uci.edu	complete
www.ics.uci.edu/ugrad/policies/Laptop_ComputerUse.php	complete
www.ics.uci.edu/~dvk/pub/C24_EDB17_Felix.ppsx	complete
www.ics.uci.edu/%7Ecristofj	complete
sli.ics.uci.edu/Site/GroupAttributes	complete
vision.ics.uci.edu/people/25.html	complete
vision.ics.uci.edu/papers/RenFM_ICCV_2005	complete
luci.ics.uci.edu/pages/Students/oliverhaimson/oliverhaimson.html	complete
www.ics.uci.edu/%7elab/policies/index.php	complete
futurehealth.ics.uci.edu/wp-json	complete
archive.ics.uci.edu/ml/datasets/Dexter	incomplete
www.ics.uci.edu/~jpd	complete
www.ics.uci.edu/~raccoon	complete
www.ics.uci.edu/community/alumni/mentor/mentor_list.php	complete
mailman.ics.uci.edu/mailman/listinfo/cert-students	complete
sli.ics.uci.edu/PmWiki/OtherVariables	complete
sli.ics.uci.edu/video/cs178/Lecture01.html	complete
mcs.ics.uci.edu	complete
archive.ics.uci.edu/ml/datasets/SUSY	complete
vision.ics.uci.edu/papers/KimPBPCFJ_ACS_2012	complete
sprout.ics.uci.edu/projects/aaa	complete
sli.ics.uci.edu/Classes-CS178-Notes/Matlab	complete
www.ics.uci.edu/~projects/dissemination/customization.htm	complete
mailman.ics.uci.edu/mailman/admin/ics-insa	complete
www.ics.uci.edu/~dechter/publications/r130a.html	complete
www.ics.uci.edu/~dechter/publications/r146.html	complete
emj.ics.uci.edu/wp-admin/load-styles.php	complete
www.ics.uci.edu/involved/corporate_partner	complete
www.ics.uci.edu/~kay	complete
mailman.ics.uci.edu/mailman/subscribe/sislgram	complete
www.ics.uci.edu/ugrad/policies/Academic_Standing	complete
www.ics.uci.edu/ugrad/courses/index	complete
www.ics.uci.edu/~dvk/code/License.txt	complete
www.ics.uci.edu/~seal/projects/terminator/tla_module.html	complete
luci.ics.uci.edu/pages/Students/markbaldwin/markbaldwin.html	complete
www.ics.uci.edu/community/news/notes/notes_2007.php	complete
vision.ics.uci.edu/papers/RogezRM_ERCIM_2013	complete
www.ics.uci.edu/~dechter/courses/ics-275b/Fall-2007	complete
archive.ics.uci.edu/ml/machine-learning-databases/census1990-mld/USCensus1990raw.attributes.txt	complete
www.ics.uci.edu/~dechter/publications/r185.html	complete
vision.ics.uci.edu/people/31.html	complete
mailman.ics.uci.edu/mailman/private/cs-grad-admissions	complete
sli.ics.uci.edu/extras/components/font-awesome/fonts/fontawesome-webfont.eot	complete
mailman.ics.uci.edu/mailman/options/emme	complete
www.ics.uci.edu/about/search/search_dean.php	complete
www.ics.uci.edu/grad/policies/GradPolicies_CommitteeMembers.php	complete
mailman.ics.uci.edu/mailman/admin/ics6b-w08	complete
sli.ics.uci.edu/PmWiki/WikiWord?from=PmWiki.WikiWords	complete
mailman.ics.uci.edu/mailman/private/statsphd	complete
isg.ics.uci.edu/isg_photo.html	complete
archive.ics.uci.edu/ml/datasets/Dataset+for+ADL+Recognition+with+Wrist-worn+Accelerometer	complete
archive.ics.uci.edu/ml/datasets/Lung+Cancer	complete
mailman.ics.uci.edu/mailman/admin/warp	complete
www.ics.uci.edu/~lopes/opensim	complete
www.ics.uci.edu/grad/policies/GradPolicies_AdvanceCandidacy.php	complete
www.ics.uci.edu/~seal/projects/armour/index.html	complete
www.ics.uci.edu/computing/students/index.php	complete
www.ics.uci.edu/~skmahara	complete
www.ics.uci.edu/%7Eiosif	complete
archive.ics.uci.edu/ml/datasets/Mice+Protein+Expression	complete
www.ics.uci.edu/~dsm/dyn/release/api/lib_dynamo_middleware_8h.html	complete
www.ics.uci.edu/community/friends/proj125/proj125_samples.php	complete
www.ics.uci.edu/ugrad/honors/honors_plan.php	complete
archive.ics.uci.edu/ml/datasets/Taxi+Service+Trajectory+-+Prediction+Challenge%2C+ECML+PKDD+2015	complete
sli.ics.uci.edu/Classes-2008F/RelatedTechniques	complete
www.ics.uci.edu/ugrad/admissions/admissions_why.php	complete
www.ics.uci.edu/~djr	complete
www.ics.uci.edu/~dechter/publications/r231.html	complete
sli.ics.uci.edu/Projects/Nonparametric	complete
mailman.ics.uci.edu/mailman/listinfo/ms.informatics	complete
www.ics.uci.edu/~dsm/dyn/release/api/globals.html	complete
emj.ics.uci.edu/talks	complete
asterix.ics.uci.edu/index.html	complete
www.ics.uci.edu/computing/account/new	complete
ngs.ics.uci.edu/professionalsocial/interviews	complete
www.ics.uci.edu/employment/employ_staff.php	complete
mhcid.ics.uci.edu/admissions/admissions-overview	complete
mailman.ics.uci.edu/mailman/private/ictd	complete
www.ics.uci.edu/community/events	complete
archive.ics.uci.edu/ml/datasets/Census+Income	complete
archive.ics.uci.edu/ml/datasets/Water+Treatment+Plant	complete
archive.ics.uci.edu/ml/machine-learning-databases/census1990-mld/USCensus1990raw.html	complete
mailman.ics.uci.edu/pipermail/sislgram	complete
wics.ics.uci.edu/powerpoint-slides	complete
sli.ics.uci.edu/video/cs178/Lecture22.html	complete
www.ics.uci.edu/~ihler/papers/abs.html	complete
www.ics.uci.edu/community/events/extreme/intent/index.php	complete
netreg.ics.uci.edu?topic=Please+log+into+system%3A++%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3BUsing+LDAP+Authentication+with+ICS+ID+and+Password&state__=wcapp.help%2F%2F1525045524%2F%2F%2F%2F%2F%262a507d3d1f255e13c45af245ed07ab3d	complete
archive.ics.uci.edu/ml/datasets/Physicochemical+Properties+of+Protein+Tertiary+Structure	complete
www.ics.uci.edu/~dechter/publications/r114.html	complete
sli.ics.uci.edu/PmWiki/Skins	complete
www.ics.uci.edu/~dvk/pub/EMWS09_dvk.html	complete
graphics.ics.uci.edu/projects.html	complete
www.ics.uci.edu/community/news/notes/notes_2009.php	complete
sli.ics.uci.edu/Grants/2008SciSIP	complete
archive.ics.uci.edu/ml/datasets/KDD+Cup+1999+Data	complete
sconce.ics.uci.edu/203-W15	complete
www.ics.uci.edu/~projects/dissemination/artifacts.htm	complete
www.ics.uci.edu/~jsolson	complete
www.ics.uci.edu/~dechter/courses/ics-275a/spring-2009	complete
mcs.ics.uci.edu/career/personal-branding-marketing	complete
sli.ics.uci.edu/pmwiki/pmwiki.php?n=Classes-CS178-Notes%2FBayesClassify	complete
vision.ics.uci.edu/people/24.html	complete
mailman.ics.uci.edu/mailman/roster/igb-community	complete
ipubmed.ics.uci.edu/cgi-bin/submit	complete
www.ics.uci.edu/~dsm/dyn/release/changelog.txt	complete
mailman.ics.uci.edu/mailman/subscribe/cslecturers	complete
archive.ics.uci.edu/ml/machine-learning-databases/dermatology	incomplete
sli.ics.uci.edu/SiteAdmin/Status	complete
www.ics.uci.edu/community/events/extreme/extreme_guidelines.php	complete
mailman.ics.uci.edu/mailman/options/cslecturers	complete
cert.ics.uci.edu/EMWS09/index.html	complete
www.ics.uci.edu/~dechter/publications/r232.html	complete
www.ics.uci.edu/ugrad/policies/CS199_IN4MATX199	complete
vision.ics.uci.edu/papers/YarkonyIF_UAI_2011	complete
www.ics.uci.edu/ugrad/policies/OLD_index.php	complete
www.ics.uci.edu/about/visit/visit_fromLAX.php	complete
mailman.ics.uci.edu/mailman/roster/32-tutors	complete
www.ics.uci.edu/community/friends/proj125	complete
archive.ics.uci.edu/ml/machine-learning-databases/00222	complete
www.ics.uci.edu/community/news/rss	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/364a_files/sheet004.html	complete
archive.ics.uci.edu/ml/machine-learning-databases/00226	incomplete
mailman.ics.uci.edu/mailman/roster/hana-soc	complete
www.ics.uci.edu/%7Ekobsa/courses/ICS104/_notes/title.htm	complete
archive.ics.uci.edu/ml/machine-learning-databases/00229	incomplete
www.ics.uci.edu/~dechter/courses/ics-171/spring-98/ics171-sp98.html	complete
www.ics.uci.edu/ugrad/life	complete
www.ics.uci.edu/about/bren/bren_advance.php	complete
vision.ics.uci.edu/papers/HejratiR_NIPS_2012	complete
archive.ics.uci.edu/ml/datasets/Improved+Spiral+Test+Using+Digitized+Graphics+Tablet+for+Monitoring+Parkinson%E2%80%99s+Disease	incomplete
metaviz.ics.uci.edu	complete
sli.ics.uci.edu/pmwiki/pmwiki.php?n=PmWiki%2FTables	complete
mailman.ics.uci.edu/mailman/options/blahblah	complete
www.ics.uci.edu/~vgogate	complete
www.ics.uci.edu/ugrad/life/index.php	complete
vision.ics.uci.edu/papers/RamananBK_ICCV_2007	complete
www.ics.uci.edu/~csp/r126.pdf:	complete
www.ics.uci.edu/~dechter/publications/r157a.html	complete
www.ics.uci.edu/%7emjcarey	complete
archive.ics.uci.edu/ml/datasets/El+Nino	incomplete
archive.ics.uci.edu/ml/datasets/Pittsburgh+Bridges	complete
xtune.ics.uci.edu/sponsor.htm	complete
vision.ics.uci.edu/papers/Fowlkes_PLOS_2016	complete
www.ics.uci.edu/ugrad/degrees/Minors.php	complete
archive.ics.uci.edu/ml/datasets/CNAE-9	incomplete
vision.ics.uci.edu/papers/Fowlkes_PLOS_2011	complete
sli.ics.uci.edu/video/cs178/Lecture12.html	complete
archive.ics.uci.edu/ml/machine-learning-databases/00357	complete
www.ics.uci.edu/community/alumni/mentor/mentor_tips.php	complete
mailman.ics.uci.edu/mailman/subscribe/csjoint	complete
sli.ics.uci.edu/video/cs178/Lecture20.html	complete
dynamo.ics.uci.edu/paapi.html	complete
www.ics.uci.edu/~iypark	complete
mailman.ics.uci.edu/mailman/roster/theory-seminar	complete
www.ics.uci.edu/ugrad/policies/Taking courses for readmission after DQ.php	complete
mailman.ics.uci.edu/mailman/subscribe/motifmap	complete
archive.ics.uci.edu/datasets/Statlog+(Shuttle)	incomplete
vision.ics.uci.edu/people/40.html	complete
www.ics.uci.edu/computing/policy/index.php	complete
www.ics.uci.edu/~sharad/pubs_files/filelist.xml	complete
mhcid.ics.uci.edu/program/events	complete
www.ics.uci.edu/~dechter/publications/r140.html	complete
www.ics.uci.edu/~seal/projects/deldroid/index.html	complete
www.ics.uci.edu/~projects/dissemination/schoolWorkshop/participants.htm	complete
sli.ics.uci.edu/Profiles/Test	complete
archive.ics.uci.edu/ml/datasets/Diabetic+Retinopathy+Debrecen+Data+Set	incomplete
emj.ics.uci.edu/papers/machine-learning-papers	complete
mailman.ics.uci.edu/mailman/admin/cslecturers	complete
www.ics.uci.edu/~dsm/dyn/release/api/functions_vars.html	complete
dynamo.ics.uci.edu/api/proxy_8h.html	complete
dynamo.ics.uci.edu/api/dyncommunication_8h.html	complete
www.ics.uci.edu/~dechter/publications/r155.html	complete
www.ics.uci.edu/~irani	complete
sli.ics.uci.edu/pmwiki/pmwiki.php?n=Classes%2FCSE181	complete
sli.ics.uci.edu/SiteAdmin/SiteAdmin	complete
archive.ics.uci.edu/ml/datasets/Bach+Chorales	incomplete
www.ics.uci.edu/~projects/dissemination/workshops.htm	complete
archive.ics.uci.edu/ml/datasets/Localization+Data+for+Person+Activity	incomplete
www.ics.uci.edu/~dechter/publications/r82.html	complete
www.ics.uci.edu/%7Ekobsa/courses/ICS104/course-notes/what-are-ifs.htm	complete
asterixdb.ics.uci.edu	complete
mailman.ics.uci.edu/mailman/listinfo/ivecg-faculty	complete
archive.ics.uci.edu/ml/datasets/ICU	incomplete
dynamo.ics.uci.edu/api/structdynamo__cpu.html	complete
archive.ics.uci.edu/ml/machine-learning-databases/breast-cancer-wisconsin	complete
www.ics.uci.edu/about/bren/gallery/gallery_13_jpg.php	complete
sli.ics.uci.edu/Profiles/Johutchi	complete
vision.ics.uci.edu/papers/YangBKR_CVPR_2012	complete
archive.ics.uci.edu/ml/datasets/Echocardiogram	incomplete
sli.ics.uci.edu/pmwiki/pmwiki.php?n=Ihler-Private%2FScratchPad	complete
mondego.ics.uci.edu	complete
mailman.ics.uci.edu/mailman/subscribe/psearch	complete
sli.ics.uci.edu/Grants	complete
mailman.ics.uci.edu/mailman/listinfo/mlrg	complete
vision.ics.uci.edu/papers/YangHRF_TPAMI_2011	complete
sli.ics.uci.edu/video/cs178/Lecture26.html	complete
www.ics.uci.edu/~dechter/publications/r160a.html	complete
ngs.ics.uci.edu/personal/education	complete
www.ics.uci.edu/~dechter/publications/r88.html	complete
archive.ics.uci.edu/ml/datasets/URL+Reputation	incomplete
sli.ics.uci.edu/Ihler-Photos/House	complete
www.ics.uci.edu/~seal/projects/letterbomb/index.html	complete
vision.ics.uci.edu/papers/KeatorFLFPI_HBM_2012	complete
archive.ics.uci.edu/ml/datasets/YouTube+Multiview+Video+Games+Dataset	incomplete
www.ics.uci.edu/community/news/notes/notes_2011.php	complete
seal.ics.uci.edu/projects/fusion/trs.html	complete
archive.ics.uci.edu/ml/datasets/APS+Failure+at+Scania+Trucks	incomplete
mailman.ics.uci.edu/mailman/options/hanalab-admins	complete
archive.ics.uci.edu/ml/datasets/Wine+Quality	complete
www.ics.uci.edu/ugrad	complete
www.ics.uci.edu/~gopi	complete
archive.ics.uci.edu/ml/datasets/Connectionist+Bench+%28Vowel+Recognition+-+Deterding+Data%29	incomplete
archive.ics.uci.edu/ml/datasets/Chess+%28Domain+Theories%29	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_CandidacyCommittee.php	complete
www.ics.uci.edu/~dechter/publications/r66.html	complete
www.ics.uci.edu/~dechter/awards.html	complete
sli.ics.uci.edu/PmWiki/ChangeLog	complete
archive.ics.uci.edu/ml/machine-learning-databases/iris	complete
dynamo.ics.uci.edu/api/functions.html	complete
archive.ics.uci.edu/ml/datasets/Health+News+in+Twitter	complete
www.ics.uci.edu/~dsm/dyn/release/api/dyncommunication_8h.html	complete
mailman.ics.uci.edu/mailman/admin/icsb-mjolsness-tutorial	complete
mcs.ics.uci.edu/prospective-students/application-process	complete
www.ics.uci.edu/~dechter/gradstudents.html	complete
www.ics.uci.edu/community/news/student_blogs/blog_posts/Emma_Anderson-January2018.php	complete
www.ics.uci.edu/~dechter/publications/r26a.html	complete
www.ics.uci.edu/~mirzaeib	complete
xtune.ics.uci.edu/xtune-index.files/colorschememapping.xml	complete
luci.ics.uci.edu/pages/Students/amtsaasan/amtsaasan.html	complete
www.ics.uci.edu/ugrad/policies/Readmission_DQ.php	complete
sli.ics.uci.edu/Classes/2013S-77B-Misc	complete
archive.ics.uci.edu/ml/support/Thyroid+Disease	incomplete
mailman.ics.uci.edu/mailman/subscribe/warp	complete
www.ics.uci.edu/~ronen/Site//Misc_files/widget0_markup.html	complete
mailman.ics.uci.edu/mailman/roster/warp	complete
archive.ics.uci.edu/ml/datasets/UJI+Pen+Characters	incomplete
sli.ics.uci.edu/extras/components/bootstrap/fonts/glyphicons-halflings-regular.woff	complete
ipubmed.ics.uci.edu/about.html	complete
www.ics.uci.edu/ugrad/policies/Add_Drop_ChangeOption	complete
www.ics.uci.edu/~kroher/Kristin_Roher/Home.html	complete
mailman.ics.uci.edu/mailman/private/statsgradpolicycommittee	complete
www.ics.uci.edu/~sudderth	incomplete
luci.ics.uci.edu/pages/Students/kejing/kejing.html	complete
mhcid.ics.uci.edu/feed	complete
sli.ics.uci.edu/Classes-2008F/MLN	complete
archive.ics.uci.edu/ml/datasets/Student+Performance	incomplete
futurehealth.ics.uci.edu/xmlrpc.php	complete
www.ics.uci.edu/about/annualreport/2006-07/development.php	complete
mailman.ics.uci.edu/mailman/roster/ics6b-w08	complete
archive.ics.uci.edu/ml/datasets/BlogFeedback	incomplete
mailman.ics.uci.edu/mailman/private/46-tutors	complete
vision.ics.uci.edu/papers/RamananFZb_CVPR_2005	incomplete
www.ics.uci.edu/grad/courses/index	complete
mailman.ics.uci.edu/mailman/listinfo/h22-questions	complete
www.ics.uci.edu/~dechter/publications/r74.html	complete
www.ics.uci.edu/%7Enalini	complete
www.ics.uci.edu/~projects/SATware/videos_demos.html	complete
www.ics.uci.edu/~dechter/publications/r183.html	complete
www.ics.uci.edu/%7Ekobsa/courses/ICS104/course-notes/contr-disciplines.htm	complete
archive.ics.uci.edu/ml/datasets/AAAI+2014+Accepted+Papers	incomplete
emj.ics.uci.edu/papers/computational-field-geology	complete
www.ics.uci.edu/community/news/notes/notes_2012.php	complete
vision.ics.uci.edu/papers/GhiasiF_BMVC_2015	complete
mailman.ics.uci.edu/mailman/options/informatics-phd	complete
sli.ics.uci.edu/PmWiki/Blocklist	complete
www.ics.uci.edu/~dechter/courses/ics-295/winter-2011	complete
www.ics.uci.edu/~dsm/dyn/release/index.html	complete
radicle.ics.uci.edu/links.html	complete
mailman.ics.uci.edu/mailman/admin/motifmap	complete
www.ics.uci.edu/~dechter/courses/ics-295/winter-2018	complete
www.ics.uci.edu/~dechter/publications/r116.html	complete
mailman.ics.uci.edu/mailman/subscribe/statsgradpolicycommittee	complete
sli.ics.uci.edu/Category/Maintenance	complete
archive.ics.uci.edu/ml/datasets/Breast+Cancer+Wisconsin+%28Original%29	incomplete
sli.ics.uci.edu/PmWiki/PagelistVariables	complete
archive.ics.uci.edu/ml/contact.html	complete
sli.ics.uci.edu/Classes/2011F-171	complete
vision.ics.uci.edu/papers/AllinBER_NSRE_2010	complete
sprout.ics.uci.edu/past_projects/cliques/download/README	complete
sli.ics.uci.edu/Classes/2016S-274b	complete
archive.ics.uci.edu/ml/datasets/Online+Handwritten+Assamese+Characters+Dataset	incomplete
mailman.ics.uci.edu/mailman/subscribe/ics-insa	complete
www.ics.uci.edu/community/events/extreme/extreme_awards_2008.php	complete
archive.ics.uci.edu/ml/datasets/IDA2016Challenge	incomplete
www.ics.uci.edu/about/annualreport/2006-07/events.php	incomplete
www.ics.uci.edu/computing/email/group_email.php	complete
vision.ics.uci.edu/papers/KongSRF_BMVC_2017	complete
mailman.ics.uci.edu/mailman/roster/ics-insa	complete
archive.ics.uci.edu/ml/datasets/Low+Resolution+Spectrometer	incomplete
www.ics.uci.edu/~harris	complete
www.ics.uci.edu/faculty/area/area_hci.php	complete
sli.ics.uci.edu/Classes-2008F/UsefulBackground	complete
emj.ics.uci.edu/software/software-computational-biology	complete
sli.ics.uci.edu/Johutchi-Private	complete
archive.ics.uci.edu/ml/datasets/Movie	incomplete
ngs.ics.uci.edu/personal/favorite-books	complete
www.ics.uci.edu/community/events/extreme/index.php	complete
mailman.ics.uci.edu/mailman/options/femalegrads	complete
sli.ics.uci.edu/pmwiki/pmwiki.php?n=SiteAdmin%2FApprovedUrls	complete
vision.ics.uci.edu/papers/KongSLMF_ECCV_2016	complete
www.ics.uci.edu/computing/policy/ethics_summary.php	complete
mailman.ics.uci.edu/mailman/private/omg	complete
swiki.ics.uci.edu/lib/exe/css.php	complete
www.ics.uci.edu/~wmt	complete
mcs.ics.uci.edu/career/international-students	complete
mailman.ics.uci.edu/mailman/options/luci-lab	complete
mailman.ics.uci.edu/mailman/private/31-tutors	complete
vision.ics.uci.edu/papers/DesaiRF_CVPR_2010	complete
sli.ics.uci.edu/PmWiki/GroupHeaders	complete
www.ics.uci.edu/ugrad/policies/Computer_Ethics.php	complete
mailman.ics.uci.edu/mailman/roster/hana-soc-reviewers	complete
vision.ics.uci.edu/papers/Aswani_BMCB_2010	complete
www.ics.uci.edu/~dechter/publications/r45.html	complete
www.ics.uci.edu/~singhv	complete
sli.ics.uci.edu/Ihler-Photos	complete
www.ics.uci.edu/~gmark	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed	complete
www.ics.uci.edu/~dechter/publications/r154b.html	complete
ngs.ics.uci.edu/teaching	complete
www.ics.uci.edu/ugrad/policies/Computer_Copyrights.php	incomplete
archive.ics.uci.edu/ml/machine-learning-databases/undocumented/pazzani/economic-sanctions	incomplete
archive.ics.uci.edu/ml/support/Lung+Cancer	incomplete
mailman.ics.uci.edu/mailman/roster/r_users_group	complete
mailman.ics.uci.edu/mailman/listinfo/csstaff	complete
ngs.ics.uci.edu/entrepreneurship	complete
archive.ics.uci.edu/ml/datasets/Qualitative_Bankruptcy	incomplete
flamingo.ics.uci.edu/releases/4.0	complete
seal.ics.uci.edu/projects/energy-test-min/index.html	complete
www.ics.uci.edu/~dechter/courses/ics-275b/fall-14	complete
www.ics.uci.edu/~projects/SATware/private_downloads/SATControlCenter/satcc.html	complete
cml.ics.uci.edu/2017/11/new-faculty-member-eric-sudderth	complete
mailman.ics.uci.edu/mailman/options/informatics-onetimelecturers	complete
archive.ics.uci.edu/ml/machine-learning-databases/kddcup99-mld/kddcup99.html	incomplete
mailman.ics.uci.edu/mailman/admin/32-tutors	complete
www.ics.uci.edu/~iosif	complete
seal.ics.uci.edu/projects/droid-sec-taxonomy/index.html	complete
archive.ics.uci.edu/ml/datasets/CMU+Face+Images	incomplete
mailman.ics.uci.edu/mailman/subscribe/hanalab-researchers	complete
sli.ics.uci.edu/pmwiki/pmwiki.php?n=Ihler-Photos%2FHouse	complete
mailman.ics.uci.edu/mailman/admin/autism	complete
www.ics.uci.edu/faculty/profiles	complete
www.ics.uci.edu/about/search/search_payroll.php	complete
vision.ics.uci.edu/papers/BoylesKRW_NIPS_2011	complete
testlab.ics.uci.edu/data/pubs.html	complete
www.ics.uci.edu/about/about_factsfigures.php	complete
archive.ics.uci.edu/ml/datasets/LED+Display+Domain	incomplete
mailman.ics.uci.edu/mailman/admin/6a-questions	complete
vision.ics.uci.edu/papers/PirsiavashR_CVPR_2012_2	complete
vision.ics.uci.edu/papers/PirsiavashR_CVPR_2012_1	complete
www.ics.uci.edu/~sysarch	complete
archive.ics.uci.edu/ml/datasets/detection_of_IoT_botnet_attacks_N_BaIoT	complete
www.ics.uci.edu/~seal/projects/titanium/index.html	complete
dynamo.ics.uci.edu/index.html	complete
sli.ics.uci.edu/Ihler-Private/People	complete
www.ics.uci.edu/community/events/openhouse/video_wow.html	complete
archive.ics.uci.edu/ml/datasets/Molecular+Biology+%28Promoter+Gene+Sequences%29	incomplete
mailman.ics.uci.edu/mailman/options/soar/babaks--at--uci.edu	complete
www.ics.uci.edu/~dechter/publications/r217.html	complete
www.ics.uci.edu/computing/policy	complete
mailman.ics.uci.edu/mailman/admin/ms.softeng	complete
archive.ics.uci.edu/ml/datasets/MEU-Mobile+KSD	complete
www.ics.uci.edu/~wangk7	complete
www.ics.uci.edu/~dsm/dyn/release/files/zImage_paapi	complete
www.ics.uci.edu/~seal/projects/terminator/index.html	complete
www.ics.uci.edu/~dechter/courses.html	complete
mondego.ics.uci.edu/datasets/wikipedia-events	complete
mailman.ics.uci.edu/mailman/admin/uci-staff	complete
archive.ics.uci.edu/ml/datasets/Gas+sensor+arrays+in+open+sampling+settings	incomplete
mailman.ics.uci.edu/mailman/subscribe/mcsgrads	complete
mailman.ics.uci.edu/mailman/options/soar/majumder--at--ics.uci.edu	complete
sli.ics.uci.edu/pmwiki/pmwiki.php?n=Ihler-Private%2FSideBar	complete
mailman.ics.uci.edu/mailman/options/omg	complete
www.ics.uci.edu/community/events/openhouse/research04.html	complete
www.ics.uci.edu/community/events/openhouse/gallery_06.html	complete
vision.ics.uci.edu/papers/LeeF_ICCV_2017	complete
mailman.ics.uci.edu/mailman/listinfo/psearch	complete
www.ics.uci.edu/grad/qa/index.php	complete
www.ics.uci.edu/~dechter/publications/otherPubs.html	complete
www.ics.uci.edu/%7Ekobsa/courses/ICS104/course-notes/color.htm	complete
archive.ics.uci.edu/ml/machine-learning-databases/00217	incomplete
www.ics.uci.edu/~dsm/dyn/release/api/functions.html	complete
archive.ics.uci.edu/ml/machine-learning-databases/00211	incomplete
archive.ics.uci.edu/ml/machine-learning-databases/00213	incomplete
archive.ics.uci.edu/ml/machine-learning-databases/00212	incomplete
mailman.ics.uci.edu/mailman/subscribe/hana	complete
archive.ics.uci.edu/ml/datasets/Educational+Process+Mining+%28EPM%29%3A+A+Learning+Analytics+Data+Set	incomplete
vision.ics.uci.edu/papers/ZhuVRF_BMVC_2012	complete
www.ics.uci.edu/grad/degrees/index	complete
seal.ics.uci.edu/members.html	complete
sli.ics.uci.edu/misc/cs179/pyGM_CSP_2.html	complete
www.ics.uci.edu/~dechter/publications/r44.html	complete
seal.ics.uci.edu/projects.html	complete
mailman.ics.uci.edu/mailman/subscribe/informatics-nonstudents	complete
www.ics.uci.edu/~kkask	complete
mailman.ics.uci.edu/mailman/subscribe/hanalab-admins	complete
emj.ics.uci.edu	complete
www.ics.uci.edu/~dechter/publications/r123.html	complete
